,input_text_list,pos_extraction_list,collection_word_list,list_docs_retrived,prompt
42," I'm still feeling excited from Elton's show last night, and my family brought some cake for our continued birthday celebrations. However, it's worth noting that my actual birthday isn't until Monday.","['last', 'continued', 'birthday', 'worth', 'actual']","['day', 'half', 'this', 'time', 'and', 'continue', 'had', '12th', '13th', 'day', 'friday', 'night', 'expensive', 'just', 'still', 'the']","['Lol! I love the BGMT crowd/crew &quot;Say it aint so!!&quot; ..... and Ant and Dec , They are good too ', ' Had to take comp inside as the baterry died...sadface']","Paraphrase the following sentence without adding any other information: "" I'm still feeling excited from Elton's show last night, and my family brought some cake for our continued birthday celebrations. However, it's worth noting that my actual birthday isn't until Monday."" based on the user's previous tweets: ""['Lol! I love the BGMT crowd/crew &quot;Say it aint so!!&quot; ..... and Ant and Dec , They are good too ', ' Had to take comp inside as the baterry died...sadface']""."
43," @THEArtistT Maybe I can recall my initial logo, but it's possible since I haven't made as many as you.","['initial', 'possible', 'many']","['after', 'early', 'the', 'if', 'make', 'might', 'that', 'all', 'few', 'people', 'these', 'those']","[""@jennybdesign you weren't the first person to suggest that "", 'ok twitterverse I will go make grilled salmon and asparagus and I will greatly enjoy it ']","Paraphrase the following sentence without adding any other information: "" @THEArtistT Maybe I can recall my initial logo, but it's possible since I haven't made as many as you."" based on the user's previous tweets: ""[""@jennybdesign you weren't the first person to suggest that "", 'ok twitterverse I will go make grilled salmon and asparagus and I will greatly enjoy it ']""."
44, I apologize that you have to sit next to that individual.,['next'],"['day', 'the', 'this']","['@xraytid I did  hope u have a good day', '@itsHoodRich heyy babayy hope u have a good day ']","Paraphrase the following sentence without adding any other information: "" I apologize that you have to sit next to that individual."" based on the user's previous tweets: ""['@xraytid I did  hope u have a good day', '@itsHoodRich heyy babayy hope u have a good day ']""."
45," I agree with your idea, but since you don't participate in those sports, it's not very useful. Nonetheless, I still appreciate the suggestion.",['useful'],"['good', 'might', 'more', 'need', 'useless']","[""@tweetnotpurge1 i'm very excited. we booking flights and planning next week  coming there in winter **brrrrrrrrrrrrrrrr**"", 'plan for the day-&gt; STUDY!!! then watch the super14 finals  then a drink with friends... 1 drink  then home to tell SMilia- I OWNED TODAY']","Paraphrase the following sentence without adding any other information: "" I agree with your idea, but since you don't participate in those sports, it's not very useful. Nonetheless, I still appreciate the suggestion."" based on the user's previous tweets: ""[""@tweetnotpurge1 i'm very excited. we booking flights and planning next week  coming there in winter **brrrrrrrrrrrrrrrr**"", 'plan for the day-&gt; STUDY!!! then watch the super14 finals  then a drink with friends... 1 drink  then home to tell SMilia- I OWNED TODAY']""."
46, I'm trying to apply for jobs but I despise filling out job applications.,"['m', 'trying', 'apply', 'despise', 'filling']","['am', 'get', 'going', 'get', 'need', 'will', 'cherish', 'do', 'know', 'like', 'bucket', 'carrying', 'out', 'up', 'with']","['boring enough day  i hate days like this! dont know whether to get an early night or watch some films!  ', 'i am saving mony for my shopping spree in london enshalah , i don`t want to spend it here  i hate going to wel..  ']","Paraphrase the following sentence without adding any other information: "" I'm trying to apply for jobs but I despise filling out job applications."" based on the user's previous tweets: ""['boring enough day  i hate days like this! dont know whether to get an early night or watch some films!  ', 'i am saving mony for my shopping spree in london enshalah , i don`t want to spend it here  i hate going to wel..  ']""."
47," @Tigressreow, is it not clear? Haha. I am receiving live tweets from inside thanks to @RobPattzNews.","['clear', 'live', 'inside']","['bright', 'good', 'not', 'that', 'life', 'live', 'people', 'world', 'back', 'into', 'out', 'the']","[""@sidneymohede u can suggest to follow other people on fridays... it's called follow friday... "", '@sivira some sort of infection, not really sure yet. doing tests... ']","Paraphrase the following sentence without adding any other information: "" @Tigressreow, is it not clear? Haha. I am receiving live tweets from inside thanks to @RobPattzNews."" based on the user's previous tweets: ""[""@sidneymohede u can suggest to follow other people on fridays... it's called follow friday... "", '@sivira some sort of infection, not really sure yet. doing tests... ']""."
48, There is a high amount of wind in the Lakes District according to @twinkle_x's tweet.,['high'],"['exceeded', 'good', 'heavy', 'school', 'too']","['@elliottdanger can wee call youuuu hmmm i will have to come up with a good name for you ', '@SymesyBoy haha OMG that is such a good plan. luckily my dad just came home and his cooking ']","Paraphrase the following sentence without adding any other information: "" There is a high amount of wind in the Lakes District according to @twinkle_x's tweet."" based on the user's previous tweets: ""['@elliottdanger can wee call youuuu hmmm i will have to come up with a good name for you ', '@SymesyBoy haha OMG that is such a good plan. luckily my dad just came home and his cooking ']""."
49," Michelle, Jael, and I are unable to gain entry into your party.",['unable'],"['cant', 'continue', 'not', 'still']","['@ringgo410 thats good at least your not bored and hungry like me right now and i cant get any food right now ', 'is trying not to cry because my best friend which is like my only friend is moving ']","Paraphrase the following sentence without adding any other information: "" Michelle, Jael, and I are unable to gain entry into your party."" based on the user's previous tweets: ""['@ringgo410 thats good at least your not bored and hungry like me right now and i cant get any food right now ', 'is trying not to cry because my best friend which is like my only friend is moving ']""."
50, @ChiefEditor4SAU is joking about knowing who to greet and who to buy drinks for.,"['is', 'joking', 'knowing', 'greet', 'buy']","['This', 'be', 'is', 'so', 'Haha', 'haha', 'just', 'yeah', 'how', 'know', 'that', 'cheer', 'day', 'downstairs', 'wait', 'with', 'discount', 'expensive', 'get']","['@LaniBrooke Id Give My Xbox Away, Rather Spend My Time With You.  Lol', '@saffrontaylor Your Welcome.  Hope You Had A Good Weekend!']","Paraphrase the following sentence without adding any other information: "" @ChiefEditor4SAU is joking about knowing who to greet and who to buy drinks for."" based on the user's previous tweets: ""['@LaniBrooke Id Give My Xbox Away, Rather Spend My Time With You.  Lol', '@saffrontaylor Your Welcome.  Hope You Had A Good Weekend!']""."
51," @tprolificjones, awesome to have caught up with you. Something tells me I'll be back soon.","['awesome', 'have', 'caught', 'Something', 'be']","['darn', 'excited', 'good', 'haha', 'weird', 'already', 'had', 'have', 'need', 'get', 'got', 'had', 'missed', 'And', 'Feels', 'Going', 'Just', 'What', 'be', 'is', 'not', 'will']","[""@danticoa good morning! it's sunny here but already blazing hot "", '@tesskisner after the show opening friday, i had a complete energy crash LOL. just getting ready to start the next phase tomorrow ']","Paraphrase the following sentence without adding any other information: "" @tprolificjones, awesome to have caught up with you. Something tells me I'll be back soon."" based on the user's previous tweets: ""[""@danticoa good morning! it's sunny here but already blazing hot "", '@tesskisner after the show opening friday, i had a complete energy crash LOL. just getting ready to start the next phase tomorrow ']""."
52, @diginux is almost reaching the 2-mile mark and expresses gratitude.,['2mile'],"['10am', '12am', 'jog', 'x']","[""That'll do it!! #blackhawks WIN! 2-0 lead in the series... started off shakey but they came back to seal the 3-2 win! "", '8 mins to go... this is it! Anywhere between 3.5 and 7 hours from now... I will hopefully be finishing! Thanks for all the support! ']","Paraphrase the following sentence without adding any other information: "" @diginux is almost reaching the 2-mile mark and expresses gratitude."" based on the user's previous tweets: ""[""That'll do it!! #blackhawks WIN! 2-0 lead in the series... started off shakey but they came back to seal the 3-2 win! "", '8 mins to go... this is it! Anywhere between 3.5 and 7 hours from now... I will hopefully be finishing! Thanks for all the support! ']""."
53, @matt303 @pickoo Just ask if you want some.,"['ask', 'want']","['know', 'please', 'you', 'know', 'need', 'wanna', 'you']","['@matt303 I know the feeling. Being &quot;popular&quot; can be a real pain in the bottom some days. You need to train up an assistant to help out.. ', '@inkscar Absolutely! Everything (or virtually everything) you do is interesting! ']","Paraphrase the following sentence without adding any other information: "" @matt303 @pickoo Just ask if you want some."" based on the user's previous tweets: ""['@matt303 I know the feeling. Being &quot;popular&quot; can be a real pain in the bottom some days. You need to train up an assistant to help out.. ', '@inkscar Absolutely! Everything (or virtually everything) you do is interesting! ']""."
54," ""Anyone know why my new background isn't showing up after I uploaded it?""","['know', 'new']","['know', 'you', 'excited', 'same', 'the', 'this']","[""lookin for green sponsor for this upcoming wed' green giveaway contest--  dm me or email info@greengiveawaycontest.com"", '@birthgoddess @piecemaker yes I know DivaCups work, we were doing blog tour review of Luna Pads though ']","Paraphrase the following sentence without adding any other information: "" ""Anyone know why my new background isn't showing up after I uploaded it?"""" based on the user's previous tweets: ""[""lookin for green sponsor for this upcoming wed' green giveaway contest--  dm me or email info@greengiveawaycontest.com"", '@birthgoddess @piecemaker yes I know DivaCups work, we were doing blog tour review of Luna Pads though ']""."
55," @thorbenl This is impressive, looks like it will greatly assist me in organizing my social media experience!","['impressive', 'social']","['bright', 'darn', 'energetic', 'good', 'yet', 'Facebook', 'Twitter', 'blogging', 'internet', 'twitter']","[""@jawar what's happening Jawar? Longtime no tweet. Anything new?  Anyway, good to see you here! "", '@johna404 Thanks!  We learn from each other, it is all the other positive tweets that keeps me going.  The twitter concept rocks! #FF']","Paraphrase the following sentence without adding any other information: "" @thorbenl This is impressive, looks like it will greatly assist me in organizing my social media experience!"" based on the user's previous tweets: ""[""@jawar what's happening Jawar? Longtime no tweet. Anything new?  Anyway, good to see you here! "", '@johna404 Thanks!  We learn from each other, it is all the other positive tweets that keeps me going.  The twitter concept rocks! #FF']""."
56," ""Laughing out loud and it's hitting me strongly now! Although, I have finished smoking the blunts.""",['loud'],"['bright', 'darn', 'energetic', 'listening', 'too']","[""@DymondDoll I'm get u so mke sure u include me in too "", '@MSJA LOL damn so I also missed a chance to tongue some whip cream off u too !!  *smh LOL  so what part a ga u stay?']","Paraphrase the following sentence without adding any other information: "" ""Laughing out loud and it's hitting me strongly now! Although, I have finished smoking the blunts."""" based on the user's previous tweets: ""[""@DymondDoll I'm get u so mke sure u include me in too "", '@MSJA LOL damn so I also missed a chance to tongue some whip cream off u too !!  *smh LOL  so what part a ga u stay?']""."
57, @fstorr attempted to watch the initial episodes but didn't enjoy it. He's considering initiating Jeeves & Wooster tomorrow!,['initial'],"['after', 'early', 'the']","['500million people watching fa cup final and no one knew the words to the anthem. Disappointing ', ""Sitting in car outside chippie whilst wife joins the queue which is outside the door! I'm not allowed them tho ""]","Paraphrase the following sentence without adding any other information: "" @fstorr attempted to watch the initial episodes but didn't enjoy it. He's considering initiating Jeeves & Wooster tomorrow!"" based on the user's previous tweets: ""['500million people watching fa cup final and no one knew the words to the anthem. Disappointing ', ""Sitting in car outside chippie whilst wife joins the queue which is outside the door! I'm not allowed them tho ""]""."
58, Follow @ZombieAssassin and he will make sure the rest of his team follows you too.,['sure'],"['know', 'make', 'not']","[""@NicoleRachelle Why do you say that? I'm not defending her in any way....just curious "", ""@PinkBerryGirl Yeah not really ;). J/k we've been killing and converting peeps for #zombie crew ""]","Paraphrase the following sentence without adding any other information: "" Follow @ZombieAssassin and he will make sure the rest of his team follows you too."" based on the user's previous tweets: ""[""@NicoleRachelle Why do you say that? I'm not defending her in any way....just curious "", ""@PinkBerryGirl Yeah not really ;). J/k we've been killing and converting peeps for #zombie crew ""]""."
59," I was born in the year of the rat, feel free to chuckle.",['free'],"['free', 'get', 'please']","['@Knittykim been better but was okay. Monday tomorrow.  hows your weekend so far Kimmy?', '@Knittykim its taking forever for me to reach level 12 and i lost 100k of your moneyz bcos i fail math. ']","Paraphrase the following sentence without adding any other information: "" I was born in the year of the rat, feel free to chuckle."" based on the user's previous tweets: ""['@Knittykim been better but was okay. Monday tomorrow.  hows your weekend so far Kimmy?', '@Knittykim its taking forever for me to reach level 12 and i lost 100k of your moneyz bcos i fail math. ']""."
60," Here we go, I'm starting to babysit two 8-year-old girls for a 10-hour shift.","['8yearold', '10hour']","['quotSee', 'waxyx', 'half', 'waxyx']","[""@Jennybeeean awww  samzies. You'll meet him I promise! Him &amp; josh start again in sept. I'm sure they'll come to where your going to school"", ""@AnnaLinh haha yeahhh it's so annoying. how was the party? i'm so sad i couldn't make it ""]","Paraphrase the following sentence without adding any other information: "" Here we go, I'm starting to babysit two 8-year-old girls for a 10-hour shift."" based on the user's previous tweets: ""[""@Jennybeeean awww  samzies. You'll meet him I promise! Him &amp; josh start again in sept. I'm sure they'll come to where your going to school"", ""@AnnaLinh haha yeahhh it's so annoying. how was the party? i'm so sad i couldn't make it ""]""."
61," ""What channel and time is it airing? Please tell me, I want to watch you!"" - @shaundiviney","['is', 'airing', 'tell', 'want', 'watch']","['This', 'be', 'is', 'so', 'on', 'podcast', 'tonight', 'know', 'you', 'know', 'need', 'wanna', 'you', 'live', 'tonight', 'videos', 'wait', 'youtube']","['@cocoward ohhh  how devastating. . .now i need to wait till dad comes home so he can FIX MY FOXTEL!', '@bradiewebbstack supernatural is coool  i know hey i have like 1st &amp; 2nd season! ']","Paraphrase the following sentence without adding any other information: "" ""What channel and time is it airing? Please tell me, I want to watch you!"" - @shaundiviney"" based on the user's previous tweets: ""['@cocoward ohhh  how devastating. . .now i need to wait till dad comes home so he can FIX MY FOXTEL!', '@bradiewebbstack supernatural is coool  i know hey i have like 1st &amp; 2nd season! ']""."
62," @Trumpette2, I am happy that you enjoyed it. I personally found it exceptionally magnificent.","['happy', 'magnificent']","['excited', 'good', 'lucky', 'sad', 'bright', 'cherish', 'kind', 'shining', 'this']","['Finally out of bed. Good morning all. Twitter VERY slow this morning ', 'Hey, @elliotcole Thank you SO much for the #followfriday. I failed miserably to get a list together this week ']","Paraphrase the following sentence without adding any other information: "" @Trumpette2, I am happy that you enjoyed it. I personally found it exceptionally magnificent."" based on the user's previous tweets: ""['Finally out of bed. Good morning all. Twitter VERY slow this morning ', 'Hey, @elliotcole Thank you SO much for the #followfriday. I failed miserably to get a list together this week ']""."
63," @aspenstudio's sentiment is to throw paint at someone, grab a bucket of fish, and save them by going to the lake.","['is', 'throw', 'grab', 'save', 'going']","['This', 'be', 'is', 'so', 'get', 'put', 'turn', 'get', 'make', 'put', 'get', 'make', 'put', 'go', 'going', 'just']","['I have to go get ready for lunch and a movie. I hope no one was offended or hurt by my comments. We are all saints &amp; sinners in my book. ', '@sconsult Oh snap. Okay, I get it then. I was working in Twitterface, saw only 20 results &amp; wondered what the point was. LOL!  Thanks!']","Paraphrase the following sentence without adding any other information: "" @aspenstudio's sentiment is to throw paint at someone, grab a bucket of fish, and save them by going to the lake."" based on the user's previous tweets: ""['I have to go get ready for lunch and a movie. I hope no one was offended or hurt by my comments. We are all saints &amp; sinners in my book. ', '@sconsult Oh snap. Okay, I get it then. I was working in Twitterface, saw only 20 results &amp; wondered what the point was. LOL!  Thanks!']""."
64," @bikerbar I use the situation to my advantage and stay up during most full moon nights - as I rarely sleep during those times, there's no harm in being watchful.","['most', 'full', 'watchful']","['all', 'more', 'the', 'these', 'those', 'all', 'half', 'more', 'the', 'awake', 'bright', 'energetic', 'loving', 'shining']","['@WalkingHorse Good night to you and all the critters in your care, sweet lady! ', '@digitalzendo Have I mentioned how happy I am to be hearing more of your voice here, Seiho? ']","Paraphrase the following sentence without adding any other information: "" @bikerbar I use the situation to my advantage and stay up during most full moon nights - as I rarely sleep during those times, there's no harm in being watchful."" based on the user's previous tweets: ""['@WalkingHorse Good night to you and all the critters in your care, sweet lady! ', '@digitalzendo Have I mentioned how happy I am to be hearing more of your voice here, Seiho? ']""."
65," Hello, @daisy_thomas. A few spoilers for the finale have been uploaded on YouTube, but I am still excited to watch it.",['few'],"['few', 'just', 'lot', 'these', 'those']","[""@SheenaNastaja Music does magic  No, really can't feel the environment there but it's reserved, it's just deactivated LOL"", 'Kelly is officially on my blogroll!   I just love her! Cool that she liked Adele and The Script ']","Paraphrase the following sentence without adding any other information: "" Hello, @daisy_thomas. A few spoilers for the finale have been uploaded on YouTube, but I am still excited to watch it."" based on the user's previous tweets: ""[""@SheenaNastaja Music does magic  No, really can't feel the environment there but it's reserved, it's just deactivated LOL"", 'Kelly is officially on my blogroll!   I just love her! Cool that she liked Adele and The Script ']""."
66," I'm upset that @miszsarahz and @faye_tan were both at Bourke St, so close to my workplace, but didn't come to visit me.",['upset'],"['excited', 'going', 'sad', 'tired']","[""brin's ignoring me n even refuses my cuddles  she must be able to smell milo on me,that jealous bun of mine!"", 'why cant i make eveyone happy?dunno y even when i try my hardest,there r bound to be ppl unhappy with things i say or do  boo..']","Paraphrase the following sentence without adding any other information: "" I'm upset that @miszsarahz and @faye_tan were both at Bourke St, so close to my workplace, but didn't come to visit me."" based on the user's previous tweets: ""[""brin's ignoring me n even refuses my cuddles  she must be able to smell milo on me,that jealous bun of mine!"", 'why cant i make eveyone happy?dunno y even when i try my hardest,there r bound to be ppl unhappy with things i say or do  boo..']""."
67," I won't have anyone to go with me to see that, but it looks like fun!","['have', 'go', 'see', 'looks']","['already', 'had', 'have', 'need', 'do', 'go', 'to', 'know', 'you', 'darn', 'just', 'like', 'weird']","['I keep seeing twitter commercials. Hahahaa.  I need to get home so i can do chores and laundry. Ughh.', ""@ThePISTOL lol. XD too bad you aren't coming to Minnesota. ""]","Paraphrase the following sentence without adding any other information: "" I won't have anyone to go with me to see that, but it looks like fun!"" based on the user's previous tweets: ""['I keep seeing twitter commercials. Hahahaa.  I need to get home so i can do chores and laundry. Ughh.', ""@ThePISTOL lol. XD too bad you aren't coming to Minnesota. ""]""."
68," @NewerDeal, you're being rude and irrelevant by saying ""bananas don't shoot."" Shut up and stop being nasty.","['irrelevant', 'nasty']","['anyway', 'not', 'sad', 'useless', 'blunt', 'darn', 'freak', 'kind', 'weird']","['@tanijoy ooh I hate u!! I have not had time to &quot;beautify&quot; myself in weeks ', ""#whocangetit anybody who hates the Lakers.  Ok not really, but that's a solid first step ""]","Paraphrase the following sentence without adding any other information: "" @NewerDeal, you're being rude and irrelevant by saying ""bananas don't shoot."" Shut up and stop being nasty."" based on the user's previous tweets: ""['@tanijoy ooh I hate u!! I have not had time to &quot;beautify&quot; myself in weeks ', ""#whocangetit anybody who hates the Lakers.  Ok not really, but that's a solid first step ""]""."
69," Every time I go to Target, it's a disaster. I end up purchasing unnecessary items. This time I bought a charming dress and shirt.","['unnecessary', 'charming']","['expensive', 'too', 'useless', 'without', 'bright', 'energetic', 'kind', 'loving', 'sad']","[""Guess where I'm at? Hint: I'm about to spend too much money............... TARGET! "", 'I secretly love it when Jeff calls me Annaleah  I love you too baby boy!']","Paraphrase the following sentence without adding any other information: "" Every time I go to Target, it's a disaster. I end up purchasing unnecessary items. This time I bought a charming dress and shirt."" based on the user's previous tweets: ""[""Guess where I'm at? Hint: I'm about to spend too much money............... TARGET! "", 'I secretly love it when Jeff calls me Annaleah  I love you too baby boy!']""."
70," @ingvild1211, I am no longer consuming fast food and only drinking Dr. Pepper until my stone is removed as it is too large to pass.",['large'],['a'],"['@onlyJesus777 i was in a hospital for a week and a half pretty much on the virge of dying. ', ""@therealTiffany i could be tawni's personal complimentor lol what a job that would be ""]","Paraphrase the following sentence without adding any other information: "" @ingvild1211, I am no longer consuming fast food and only drinking Dr. Pepper until my stone is removed as it is too large to pass."" based on the user's previous tweets: ""['@onlyJesus777 i was in a hospital for a week and a half pretty much on the virge of dying. ', ""@therealTiffany i could be tawni's personal complimentor lol what a job that would be ""]""."
71," Currently viewing a film about Shangri-la and feeling nostalgic for the place; the sky seemed so close, one could almost touch the clouds.","['viewing', 'feeling', 'seemed', 'touch']","['internet', 'listening', 'sleeping', 'videos', 'your', 'excited', 'kind', 'sad', 'tired', 'had', 'meant', 'might', 'wanted', 'would', 'get', 'please', 'your']","['is sad that Firefox 3.5 RC1 currently only supports OGV, not MP4.  Hopefully the final version can decode MP4 video.', 'buys netbook running Windows 7, and get this shiatz?   ']","Paraphrase the following sentence without adding any other information: "" Currently viewing a film about Shangri-la and feeling nostalgic for the place; the sky seemed so close, one could almost touch the clouds."" based on the user's previous tweets: ""['is sad that Firefox 3.5 RC1 currently only supports OGV, not MP4.  Hopefully the final version can decode MP4 video.', 'buys netbook running Windows 7, and get this shiatz?   ']""."
72," @IsadoraR, it's unbelievable! I'm aware of the situation and disheartened. How is this happening? Detroit had so many opportunities! Let's go!","['unbelievable', 'aware', 'many']","['just', 'kind', 'sad', 'weird', 'already', 'know', 'not', 'all', 'few', 'people', 'these', 'those']","['@IsadoraR oh i know you did. haha damn twitter and being over capacity every 2.3 seconds. I KNOW I SAW THAT not good. aww matty cooke tho ', '@IsadoraR yeah all their previews on myspace sound pretty rad , and guess what? the one song i have..WONT go on mp3. FML.FML.FML. ']","Paraphrase the following sentence without adding any other information: "" @IsadoraR, it's unbelievable! I'm aware of the situation and disheartened. How is this happening? Detroit had so many opportunities! Let's go!"" based on the user's previous tweets: ""['@IsadoraR oh i know you did. haha damn twitter and being over capacity every 2.3 seconds. I KNOW I SAW THAT not good. aww matty cooke tho ', '@IsadoraR yeah all their previews on myspace sound pretty rad , and guess what? the one song i have..WONT go on mp3. FML.FML.FML. ']""."
73," @beanchef agrees and adds that Disney doesn't seem interested in non-university/TAFE students. They think it's lame, but @beanchef loves Disney a lot.","['interested', 'nonuniversityTAFE', 'lame']","['excited', 'going', 'know', 'waxyx', 'weiweis', 'darn', 'sad', 'tired', 'useless', 'weird']","[""@DkW_2023 im sick  dont know if there's anything im really keen to see"", '@threehundredfps yeah that gurl of urs is incredible  it makes me sad that we dont all get to hang out (really it does. a lot.)']","Paraphrase the following sentence without adding any other information: "" @beanchef agrees and adds that Disney doesn't seem interested in non-university/TAFE students. They think it's lame, but @beanchef loves Disney a lot."" based on the user's previous tweets: ""[""@DkW_2023 im sick  dont know if there's anything im really keen to see"", '@threehundredfps yeah that gurl of urs is incredible  it makes me sad that we dont all get to hang out (really it does. a lot.)']""."
74," @mlydy, that hurt. You didn't have to reveal that you heavily edited my profile picture. *crying*",['profile'],"['Facebook', 'Twitter', 'email', 'twitter', 'videos']","[""@ChristianGAdams I'd bet I have at least 20 Columbus followers with a truck but I don't think they love me "", '  - My poor knee has seen better weekends  #dumbass']","Paraphrase the following sentence without adding any other information: "" @mlydy, that hurt. You didn't have to reveal that you heavily edited my profile picture. *crying*"" based on the user's previous tweets: ""[""@ChristianGAdams I'd bet I have at least 20 Columbus followers with a truck but I don't think they love me "", '  - My poor knee has seen better weekends  #dumbass']""."
75, @pokernut expresses gratitude and mentions being tired but unable to sleep. They are currently sorting through photos from a recent trip and found it to be a wonderful experience. They express a desire to return soon.,"['unable', 'recent', 'wonderful']","['cant', 'continue', 'not', 'still', 'consecutive', 'early', 'few', 'these', 'this', 'good', 'kind', 'loving', 'lucky', 'sad']","['Ah, got in a quick nap!  Yay! to the Westin for allowing early check-in at 7:30 AM ', ""@CindiCupcaking Cool! I'm there June 5th and then again on June 9th - so, wait... this is run by an Indian?  hahaha cool ""]","Paraphrase the following sentence without adding any other information: "" @pokernut expresses gratitude and mentions being tired but unable to sleep. They are currently sorting through photos from a recent trip and found it to be a wonderful experience. They express a desire to return soon."" based on the user's previous tweets: ""['Ah, got in a quick nap!  Yay! to the Westin for allowing early check-in at 7:30 AM ', ""@CindiCupcaking Cool! I'm there June 5th and then again on June 9th - so, wait... this is run by an Indian?  hahaha cool ""]""."
76," @emmarossx excellent, but I don't want to be in this town for too long, I hate it.",['long'],"['few', 'gone', 'time', 'too']","['@emmarossx @x_Maxine_x wonder where nicole is ladies  think shes ditched us and gone to bed?', '@emmarossx a few  what was that all about with ross? alex was pure annoyin me wen he kept goin on :|']","Paraphrase the following sentence without adding any other information: "" @emmarossx excellent, but I don't want to be in this town for too long, I hate it."" based on the user's previous tweets: ""['@emmarossx @x_Maxine_x wonder where nicole is ladies  think shes ditched us and gone to bed?', '@emmarossx a few  what was that all about with ross? alex was pure annoyin me wen he kept goin on :|']""."
77, Yay! Only six days left! I'm heading to town to meet my friend and we plan to do some serious shopping!,['serious'],"['any', 'good', 'kind', 'more', 'too']","['wooppp a hot Sunday lunch calls my name. will be back later this afternoon to tweet some more ', 'my feet hurt  got my fluffy pink slippers on now XD']","Paraphrase the following sentence without adding any other information: "" Yay! Only six days left! I'm heading to town to meet my friend and we plan to do some serious shopping!"" based on the user's previous tweets: ""['wooppp a hot Sunday lunch calls my name. will be back later this afternoon to tweet some more ', 'my feet hurt  got my fluffy pink slippers on now XD']""."
78," @linhamin, feel free to return it whenever you like.",['free'],"['free', 'get', 'please']","['@tttdang @heavenlykevinly I got a minor concussion from hitting my head really hard going down a slide on the last day of school ', ""I just woke up all sweaty with tears from a really bad dream  I can't believe I slept for 13 hours... AND missed Saturday School.""]","Paraphrase the following sentence without adding any other information: "" @linhamin, feel free to return it whenever you like."" based on the user's previous tweets: ""['@tttdang @heavenlykevinly I got a minor concussion from hitting my head really hard going down a slide on the last day of school ', ""I just woke up all sweaty with tears from a really bad dream  I can't believe I slept for 13 hours... AND missed Saturday School.""]""."
79," @JessicaHowerth I am hesitant to speculate about what happened to that place, but I have very positive feelings towards it.","['hesitant', 'positive']","['excited', 'not', 'too', 'wanted', 'bright', 'energetic', 'good', 'kind', 'loving']","[""Excoworker and I drank far too much beer and ran our mouths all night. Much fun- I'm amazed I'm not (that) hungover "", ""@amynotlp I think a lot of people thinking about that wreck jumped to &quot;Lost&quot; like it's some kind of wish fulfillment... ""]","Paraphrase the following sentence without adding any other information: "" @JessicaHowerth I am hesitant to speculate about what happened to that place, but I have very positive feelings towards it."" based on the user's previous tweets: ""[""Excoworker and I drank far too much beer and ran our mouths all night. Much fun- I'm amazed I'm not (that) hungover "", ""@amynotlp I think a lot of people thinking about that wreck jumped to &quot;Lost&quot; like it's some kind of wish fulfillment... ""]""."
80, I was able to resist spending money (for the time being). It's probably a good time to have lunch though.,"['able', 'good']","['be', 'to', 'darn', 'good', 'kind', 'lot', 'too']","['oooh I ate too much  not feeling so great', 'ugh, stayed up way too late then took a nap. now I feel worse.  not so good. hope you are all doing better than I am today.']","Paraphrase the following sentence without adding any other information: "" I was able to resist spending money (for the time being). It's probably a good time to have lunch though."" based on the user's previous tweets: ""['oooh I ate too much  not feeling so great', 'ugh, stayed up way too late then took a nap. now I feel worse.  not so good. hope you are all doing better than I am today.']""."
81," @Heidi_range, I just want to let you know that you and your group were fantastic at my summer ball last night. Thanks for making it an incredible evening x.","['fantastic', 'last', 'incredible']","['favourite', 'good', 'kind', 'lucky', 'this', 'day', 'half', 'this', 'time', 'excited', 'good', 'kind', 'lucky', 'this']","['In 24hrs time I will be at uni waiting to start my 1st exam, scary. I am working hard this morning though, and feeling ok about it atm ', ""We are all running round doing things for my brother's party and he hasn't even bothered to come out of his room. ARSE. No revision time ""]","Paraphrase the following sentence without adding any other information: "" @Heidi_range, I just want to let you know that you and your group were fantastic at my summer ball last night. Thanks for making it an incredible evening x."" based on the user's previous tweets: ""['In 24hrs time I will be at uni waiting to start my 1st exam, scary. I am working hard this morning though, and feeling ok about it atm ', ""We are all running round doing things for my brother's party and he hasn't even bothered to come out of his room. ARSE. No revision time ""]""."
82," Time for Pilates! Now, I need to scour the world for my white tank top.",['white'],"['blood', 'bright', 'friday', 'shining', 'wash']","[""I'm pretty sure Burt is trying to worm his way into our powwow trip. Nothing would ruin a girls day like that "", 'back from working. I am so dead tired, but not in the way that I need sleep. I hope I can hold out all this week ']","Paraphrase the following sentence without adding any other information: "" Time for Pilates! Now, I need to scour the world for my white tank top."" based on the user's previous tweets: ""[""I'm pretty sure Burt is trying to worm his way into our powwow trip. Nothing would ruin a girls day like that "", 'back from working. I am so dead tired, but not in the way that I need sleep. I hope I can hold out all this week ']""."
83," We filmed in Hoboken, which is one of the four things we're known for.","['filmed', 'is', 're', 'known']","['had', 'live', 'night', 'videos', 'youtube', 'This', 'be', 'is', 'so', 'If', 'So', 'if', 'we', 'are', 'become', 'had', 'meant']","['@PATHPweets nothing like a smoky little shut-down to increase your followers! twitter is an excellent outlet for this though ', '@exalted719 @johnsancheznyc too late. he put his coveralls on ']","Paraphrase the following sentence without adding any other information: "" We filmed in Hoboken, which is one of the four things we're known for."" based on the user's previous tweets: ""['@PATHPweets nothing like a smoky little shut-down to increase your followers! twitter is an excellent outlet for this though ', '@exalted719 @johnsancheznyc too late. he put his coveralls on ']""."
