,input_text_list,pos_extraction_list,collection_word_list,list_docs_retrived,prompt
50," Accurate simulation of light transport in participating media is expensive, due to the many scattering events. However, the band-limiting effect of scattering in media makes this kind of light transport very suitable for adaptive sampling and reconstruction techniques. In this work we present a novel algorithm that adaptively samples radiance from sparse points in the medium using up-to second-order occlusion-aware derivatives to determine when interpolation is appropriate. We derive our metric from each point's incoming light field. We use a proxy triangulation-based representation of the radiance reflected by the surrounding medium and geometry to efficiently compute the first- and second-order derivatives of the radiance at the cache points while accounting for occlusion changes. We validate the quality of our approach on a self-contained two-dimensional model for light transport in media. Then we show how our results generalize to practical three-dimensional scenarios, where we show much better results while reducing computation time up to a 30% compared to previous work.","['light', 'expensive', 'due', 'many', 'scattering', 'bandlimiting', 'light', 'suitable', 'adaptive', 'novel', 'sparse', 'upto', 'secondorder', 'occlusionaware', 'appropriate', 'metric', 'incoming', 'light', 'proxy', 'triangulationbased', 'first', 'secondorder', 'selfcontained', 'twodimensional', 'light', 'practical', 'threedimensional', 'better', 'previous']","['balanced', 'color', 'compact', 'power', 'best', 'better', 'compact', 'necessary', 'than', 'Given', 'the', 'Various', 'are', 'the', 'Hamiltonian', 'approximation', 'decomposition', 'orthogonal', 'Approximability', 'Noncrossing', 'vertexrankings', 'balanced', 'color', 'compact', 'power', 'for', 'algorithm', 'algorithms', 'Characterization', 'algorithm', 'characterization', 'combinatorial', 'approximation', 'compact', 'linear', 'Minimum', 'around', 'maximum', 'Approximability', 'edgedisjoint', 'nonhamiltonian', 'vertexrankings', '5coloring', 'PolynomialTime', 'Triconnected', 'multicolorings', 'necessary', 'optimal', 'possible', 'sufficient', 'approximation', 'graphs', 'routing', 'the', 'balanced', 'color', 'compact', 'power', 'approximation', 'exchange', 'routing', 'using', 'Triconnected', 'fivecoloring', 'vertexrankings', 'the', 'Approximability', 'edgedisjoint', 'nonhamiltonian', 'vertexrankings', 'compact', 'linear', 'reducible', 'planar', 'balanced', 'color', 'compact', 'power', 'compact', 'necessary', 'optimal', 'possible', 'planar', 'best', 'better', 'optimal', 'than', 'consecutive', 'the']","['Irradiance gradients in the presence of participating media and occlusions', 'State of the Art in Artistic Editing of Appearance, Lighting and Material']","Paraphrase the following paper title without adding any other information: "" Accurate simulation of light transport in participating media is expensive, due to the many scattering events. However, the band-limiting effect of scattering in media makes this kind of light transport very suitable for adaptive sampling and reconstruction techniques. In this work we present a novel algorithm that adaptively samples radiance from sparse points in the medium using up-to second-order occlusion-aware derivatives to determine when interpolation is appropriate. We derive our metric from each point's incoming light field. We use a proxy triangulation-based representation of the radiance reflected by the surrounding medium and geometry to efficiently compute the first- and second-order derivatives of the radiance at the cache points while accounting for occlusion changes. We validate the quality of our approach on a self-contained two-dimensional model for light transport in media. Then we show how our results generalize to practical three-dimensional scenarios, where we show much better results while reducing computation time up to a 30% compared to previous work."" based on the user's previous titles: ""['Irradiance gradients in the presence of participating media and occlusions', 'State of the Art in Artistic Editing of Appearance, Lighting and Material']""."
51," Enabling a digital actor to move autonomously in a virtual environment is a challenging problem that has attracted much attention in recent years. The systems proposed in several researches have been able to plan the walking motions of a humanoid on an uneven terrain. In this paper, we aim to design a planning system that can generate various types of motions for a humanoid with a unified planning approach. Based on our previous work, we add two additional motion abilities: leaping and moving obstacles into the system. In previous work, the order of moving obstacles is determined first, and then the corresponding paths for the pushing/pulling motions are generated. In this work, we take a unified approach that accounts for all types of motions at the same time. We have implemented a planning system with this unified approach for a humanoid moving in a layered virtual environment. Several simulation examples are demonstrated in this paper to illustrate the effectiveness of the system.","['digital', 'virtual', 'much', 'recent', 'several', 'able', 'walking', 'uneven', 'various', 'unified', 'previous', 'additional', 'previous', 'corresponding', 'unified', 'same', 'unified', 'layered', 'virtual', 'Several']","['Digital', 'computing', 'linear', 'computing', 'exchange', 'networks', 'parallel', 'And', 'better', 'than', 'without', 'Given', 'consecutive', 'the', 'Various', 'consecutive', 'the', 'to', 'Walk', 'around', 'finding', 'path', 'paths', 'corners', 'linear', 'parallel', 'Various', 'the', 'balanced', 'generalized', 'uniform', 'consecutive', 'the', 'for', 'necessary', 'sufficient', 'consecutive', 'the', 'designated', 'the', 'balanced', 'generalized', 'uniform', 'the', 'balanced', 'generalized', 'uniform', 'complexity', 'planar', 'computing', 'exchange', 'networks', 'parallel', 'For', 'Four', 'Various']","['Using intelligent 3D animated character as the interface for interactive digital TV system', 'Thinking hard together: the long and short of collaborative idea generation in scientific inquiry']","Paraphrase the following paper title without adding any other information: "" Enabling a digital actor to move autonomously in a virtual environment is a challenging problem that has attracted much attention in recent years. The systems proposed in several researches have been able to plan the walking motions of a humanoid on an uneven terrain. In this paper, we aim to design a planning system that can generate various types of motions for a humanoid with a unified planning approach. Based on our previous work, we add two additional motion abilities: leaping and moving obstacles into the system. In previous work, the order of moving obstacles is determined first, and then the corresponding paths for the pushing/pulling motions are generated. In this work, we take a unified approach that accounts for all types of motions at the same time. We have implemented a planning system with this unified approach for a humanoid moving in a layered virtual environment. Several simulation examples are demonstrated in this paper to illustrate the effectiveness of the system."" based on the user's previous titles: ""['Using intelligent 3D animated character as the interface for interactive digital TV system', 'Thinking hard together: the long and short of collaborative idea generation in scientific inquiry']""."
52," A content-based tile retrieval system based on the underlying multispectral Markov random field representation is introduced. Single tiles are represented by our approved textural features derived from especially efficient Markovian statistics and supplemented with Local Binary Patterns (LBP) features representing occasional tile inhomogeneities. Markovian features are on top of that also invariant to illumination colour and robust to illumination direction variations, therefore an arbitrary illuminated tiles do not negatively influence the retrieval result. The presented computer-aided tile consulting system retrieves tiles from recent tile production digital catalogues, so that the retrieved tiles have as similar pattern and/or colours to a query tile as possible. The system is verified on a large commercial tile database in a psychovisual experiment.","['contentbased', 'underlying', 'multispectral', 'Single', 'approved', 'textural', 'efficient', 'Markovian', 'occasional', 'Markovian', 'arbitrary', 'illuminated', 'presented', 'computeraided', 'recent', 'digital', 'retrieved', 'similar', 'possible', 'large', 'commercial', 'psychovisual']","['fourconnected', 'multicolorings', 'vertexrankings', 'complexity', 'problem', 'problems', 'algorithms', 'decomposition', 'orthogonal', 'Extended', 'Small', 'Revised', 'designated', 'necessary', 'prescribed', 'under', 'characterization', 'color', 'complexity', 'depth', 'Efficient', 'optimal', 'Generalized', 'a', 'partial', 'regular', 'Generalized', 'approximation', 'generalized', 'linear', 'orthogonal', 'connected', 'designated', 'rectangular', 'are', 'balanced', 'set', 'simply', '4Connected', '4connected', 'fourconnected', 'seriesparallel', 'Given', 'consecutive', 'the', 'Digital', 'computing', 'linear', 'Using', 'designated', 'using', 'weighted', 'parallel', 'using', 'with', 'best', 'necessary', 'optimal', 'possible', 'Small', 'a', 'size', 'areas', 'networks', 'supply', 'algorithm', 'algorithms']","['Bidirectional texture function modeling: a state of the art survey.', 'On optimal resampling of view and illumination dependent textures']","Paraphrase the following paper title without adding any other information: "" A content-based tile retrieval system based on the underlying multispectral Markov random field representation is introduced. Single tiles are represented by our approved textural features derived from especially efficient Markovian statistics and supplemented with Local Binary Patterns (LBP) features representing occasional tile inhomogeneities. Markovian features are on top of that also invariant to illumination colour and robust to illumination direction variations, therefore an arbitrary illuminated tiles do not negatively influence the retrieval result. The presented computer-aided tile consulting system retrieves tiles from recent tile production digital catalogues, so that the retrieved tiles have as similar pattern and/or colours to a query tile as possible. The system is verified on a large commercial tile database in a psychovisual experiment."" based on the user's previous titles: ""['Bidirectional texture function modeling: a state of the art survey.', 'On optimal resampling of view and illumination dependent textures']""."
53," In this paper, we present approaches used in text summarization, showing how they can be adapted for speech summarization and where they fall short. Informal style and apparent lack of structure in speech mean that the typical approaches used for text summarization must be extended for use with speech. We illustrate how features derived from speech can help determine summary content within two ongoing summarization projects at Columbia University.","['text', 'short', 'Informal', 'apparent', 'speech', 'typical', 'text', 'summary']","['color', 'graphs', 'Shortest', 'consecutive', 'shortest', 'Efficient', 'Orderly', 'Parallel', 'Given', 'the', 'characterization', 'contours', 'embedding', 'exchange', 'functions', 'the', 'color', 'graphs', 'graph', 'graphs']","['Tailoring explanations for the user', 'Predicting the semantic orientation of adjectives']","Paraphrase the following paper title without adding any other information: "" In this paper, we present approaches used in text summarization, showing how they can be adapted for speech summarization and where they fall short. Informal style and apparent lack of structure in speech mean that the typical approaches used for text summarization must be extended for use with speech. We illustrate how features derived from speech can help determine summary content within two ongoing summarization projects at Columbia University."" based on the user's previous titles: ""['Tailoring explanations for the user', 'Predicting the semantic orientation of adjectives']""."
54, Sentence structure is considered to be an important component of the overall linguistic quality of text. Yet few empirical studies have sought to characterize how and to what extent structural features determine fluency and linguistic quality. We report the results of experiments on the predictive power of syntactic phrasing statistics and other structural features for these aspects of text. Manual assessments of sentence fluency for machine translation evaluation and text quality for summarization evaluation are used as gold-standard. We find that many structural features related to phrase length are weakly but significantly correlated with fluency and classifiers based on the entire suite of structural features can achieve high accuracy in pairwise comparison of sentence fluency and in distinguishing machine translations from human translations. We also test the hypothesis that the learned models capture general fluency properties applicable to human-authored text. The results from our experiments do not support the hypothesis. At the same time structural features and models based on them prove to be robust for automatic evaluation of the linguistic quality of multidocument summaries.,"['important', 'overall', 'linguistic', 'few', 'empirical', 'extent', 'structural', 'linguistic', 'predictive', 'syntactic', 'other', 'structural', 'Manual', 'text', 'goldstandard', 'many', 'structural', 'entire', 'structural', 'high', 'human', 'learned', 'general', 'applicable', 'humanauthored', 'same', 'structural', 'robust', 'automatic', 'linguistic']","['best', 'key', 'necessary', 'complexity', 'optimal', 'the', 'total', 'combinatorial', 'complexity', 'computability', 'multigraphs', 'a', 'approximation', 'characterization', 'combinatorial', 'generalized', 'graphs', 'the', 'complexity', 'planar', 'problems', 'combinatorial', 'complexity', 'computability', 'multigraphs', 'algorithm', 'algorithms', 'Boolean', 'combinatorial', 'computability', 'multigraphs', 'the', 'complexity', 'planar', 'problems', 'Functions', 'Revised', 'Transmission', 'Uniform', 'color', 'graphs', 'Approximability', 'edgedisjoint', 'nonhamiltonian', 'vertexrankings', 'Various', 'are', 'the', 'complexity', 'planar', 'problems', 'the', 'complexity', 'planar', 'problems', 'Lower', 'demand', 'maximum', 'approximation', 'complexity', 'face', 'power', 'reducible', 'And', 'using', 'generalized', 'the', 'approximation', 'are', 'designated', 'necessary', 'prescribed', '4Connected', '4connected', 'SiteOriented', 'Triconnected', 'the', 'complexity', 'planar', 'problems', 'balanced', 'compact', 'optimal', 'algorithms', 'partial', 'regular', 'combinatorial', 'complexity', 'computability', 'multigraphs']","['An assessment of the accuracy of automatic evaluation in summarization', 'Automatic text summarization of newswire: lessons learned from the document understanding conference']","Paraphrase the following paper title without adding any other information: "" Sentence structure is considered to be an important component of the overall linguistic quality of text. Yet few empirical studies have sought to characterize how and to what extent structural features determine fluency and linguistic quality. We report the results of experiments on the predictive power of syntactic phrasing statistics and other structural features for these aspects of text. Manual assessments of sentence fluency for machine translation evaluation and text quality for summarization evaluation are used as gold-standard. We find that many structural features related to phrase length are weakly but significantly correlated with fluency and classifiers based on the entire suite of structural features can achieve high accuracy in pairwise comparison of sentence fluency and in distinguishing machine translations from human translations. We also test the hypothesis that the learned models capture general fluency properties applicable to human-authored text. The results from our experiments do not support the hypothesis. At the same time structural features and models based on them prove to be robust for automatic evaluation of the linguistic quality of multidocument summaries."" based on the user's previous titles: ""['An assessment of the accuracy of automatic evaluation in summarization', 'Automatic text summarization of newswire: lessons learned from the document understanding conference']""."
55, A cycle double cover (CDC) of an undirected graph is a collection of the graph's cycles such that every edge of the graph belongs to exactly two cycles. We describe a constructive method for generating all the cubic graphs that have a 6-CDC (a CDC in which every cycle has length 6). We also prove that all such graphs have a Hamiltonian cycle.,"['double', 'undirected', 'such', 'constructive', 'cubic', '6CDC', 'such', 'Hamiltonian']","['maximum', 'partial', 'total', 'multigraphs', 'undirected', 'are', 'necessary', 'possible', 'without', 'balanced', 'better', 'necessary', 'possible', 'Cubic', 'linear', '5coloring', 'ANDEXOR', 'edgecoloring', 'fivecoloring', 'are', 'necessary', 'possible', 'without', 'Eulerian', 'Hamiltonian', 'subgraphs']","['Fast linear system solution by neural networks', 'Generating all the acyclic orientations of an undirected graph']","Paraphrase the following paper title without adding any other information: "" A cycle double cover (CDC) of an undirected graph is a collection of the graph's cycles such that every edge of the graph belongs to exactly two cycles. We describe a constructive method for generating all the cubic graphs that have a 6-CDC (a CDC in which every cycle has length 6). We also prove that all such graphs have a Hamiltonian cycle."" based on the user's previous titles: ""['Fast linear system solution by neural networks', 'Generating all the acyclic orientations of an undirected graph']""."
56," Selective regression testing strategies attempt to choose an appropriate subset of test cases from among a previously run test suite for a software system, based on information about the changes made to the system to create new versions. Although there has been a significant amount of research in recent years on the design of such strategies, there has been very little investigation of their cost-effectiveness. This paper presents some computationally efficient predictors of the cost-effectiveness of the two main classes of selective regression testing approaches. These predictors are computed from data about the coverage relationship between the system under test and its test suite. The paper then describes case studies in which these predictors were used to predict the cost-effectiveness of applying two different regression testing strategies to two software systems. In one case study, the TESTTUBE method selected an average of 88.1 percent of the available test cases in each version, while the predictor predicted that 87.3 percent of the test cases would be selected on average.","['Selective', 'appropriate', 'new', 'significant', 'recent', 'such', 'little', 'efficient', 'main', 'selective', 'different', 'available']","['Partial', 'necessary', 'optimal', 'possible', 'sufficient', 'the', 'key', 'necessary', 'sufficient', 'Given', 'consecutive', 'the', 'are', 'necessary', 'possible', 'without', 'a', 'Efficient', 'optimal', 'key', 'the', 'characterization', 'combinatorial', 'partial', 'partitioning', 'Various', 'are', 'better', 'than', 'are', 'for', 'necessary', 'possible']","['Assessing the Suitability of a Standard Design Method for Modeling Software Architectures', 'A Methodology for the Design of Ada Transformation Tools in a DIANA Environment']","Paraphrase the following paper title without adding any other information: "" Selective regression testing strategies attempt to choose an appropriate subset of test cases from among a previously run test suite for a software system, based on information about the changes made to the system to create new versions. Although there has been a significant amount of research in recent years on the design of such strategies, there has been very little investigation of their cost-effectiveness. This paper presents some computationally efficient predictors of the cost-effectiveness of the two main classes of selective regression testing approaches. These predictors are computed from data about the coverage relationship between the system under test and its test suite. The paper then describes case studies in which these predictors were used to predict the cost-effectiveness of applying two different regression testing strategies to two software systems. In one case study, the TESTTUBE method selected an average of 88.1 percent of the available test cases in each version, while the predictor predicted that 87.3 percent of the test cases would be selected on average."" based on the user's previous titles: ""['Assessing the Suitability of a Standard Design Method for Modeling Software Architectures', 'A Methodology for the Design of Ada Transformation Tools in a DIANA Environment']""."
57," This technical note studies the consensus problem for cooperative agents with nonlinear dynamics in a directed network. Both local and global consensus are defined and investigated. Techniques for studying the synchronization in such complex networks are exploited to establish various sufficient conditions for reaching consensus. The local consensus problem is first studied via a combination of the tools of complex analysis, local consensus manifold approach, and Lyapunov methods. A generalized algebraic connectivity is then proposed to study the global consensus problem in strongly connected networks and also in a broad class of networks containing spanning trees, for which ideas from algebraic graph theory, matrix theory, and Lyapunov methods are utilized.","['technical', 'cooperative', 'nonlinear', 'directed', 'local', 'global', 'such', 'complex', 'various', 'sufficient', 'local', 'complex', 'local', 'generalized', 'global', 'broad', 'algebraic', 'utilized']","['complexity', 'drawings', 'necessary', 'problems', 'balanced', 'exchange', 'sharing', 'symmetric', 'linear', 'multigraphs', 'undirected', 'the', 'complexity', 'computing', 'demand', 'networks', 'are', 'necessary', 'possible', 'without', 'combinatorial', 'complexity', 'problems', 'solvable', 'Various', 'the', 'Sufficient', 'maximal', 'necessary', 'sufficient', 'the', 'combinatorial', 'complexity', 'problems', 'solvable', 'the', 'Generalized', 'generalized', 'complexity', 'computing', 'demand', 'networks', 'a', 'generalized', 'Boolean', 'combinatorial', 'computability', 'multigraphs', 'designated', 'necessary', 'sufficient', 'using']","['Some necessary and sufficient conditions for second-order consensus in multi-agent dynamical systems', 'Convexification of the range-only station keeping problem']","Paraphrase the following paper title without adding any other information: "" This technical note studies the consensus problem for cooperative agents with nonlinear dynamics in a directed network. Both local and global consensus are defined and investigated. Techniques for studying the synchronization in such complex networks are exploited to establish various sufficient conditions for reaching consensus. The local consensus problem is first studied via a combination of the tools of complex analysis, local consensus manifold approach, and Lyapunov methods. A generalized algebraic connectivity is then proposed to study the global consensus problem in strongly connected networks and also in a broad class of networks containing spanning trees, for which ideas from algebraic graph theory, matrix theory, and Lyapunov methods are utilized."" based on the user's previous titles: ""['Some necessary and sufficient conditions for second-order consensus in multi-agent dynamical systems', 'Convexification of the range-only station keeping problem']""."
58," We present a GPU based implementation of Reyes-style adaptive surface subdivision, known in Reyes terminology as the Bound/Split and Dice stages. The performance of this task is important for the Reyes pipeline to map efficiently to graphics hardware, but its recursive nature and irregular and unbounded memory requirements present a challenge to an efficient implementation. Our solution begins by characterizing Reyes subdivision as a work queue with irregular computation, targeted to a massively parallel GPU. We propose efficient solutions to these general problems by casting our solution in terms of the fundamental primitives of prefix-sum and reduction, often encountered in parallel and GPGPU environments. Our results indicate that real-time Reyes subdivision can indeed be obtained on today's GPUs. We are able to subdivide a complex model to subpixel accuracy within 15 ms. Our measured performance is several times better than that of Pixar's RenderMan. Our implementation scales well with the input size and depth of subdivision. We also address concerns of memory size and bandwidth, and analyze the feasibility of conventional ideas on screen-space buckets.","['adaptive', 'important', 'recursive', 'unbounded', 'efficient', 'irregular', 'parallel', 'efficient', 'general', 'fundamental', 'realtime', 'able', 'complex', 'measured', 'several', 'conventional', 'screenspace']","['algorithm', 'algorithms', 'best', 'key', 'necessary', 'algorithm', 'bounded', 'bounds', 'combinatorial', 'undirected', 'Efficient', 'optimal', 'planar', 'rectangular', 'regular', 'symmetric', 'Parallel', 'orthogonal', 'parallel', 'Efficient', 'optimal', 'generalized', 'the', 'key', 'necessary', 'problem', 'algorithm', 'algorithms', 'to', 'combinatorial', 'complexity', 'problems', 'solvable', 'maximal', 'threshold', 'using', 'weighted', 'Various', 'consecutive', 'the', 'linear', 'bandwidth', 'grid', 'rectangle']","['Efficient maximal poisson-disk sampling', 'Toward techniques for auto-tuning GPU algorithms']","Paraphrase the following paper title without adding any other information: "" We present a GPU based implementation of Reyes-style adaptive surface subdivision, known in Reyes terminology as the Bound/Split and Dice stages. The performance of this task is important for the Reyes pipeline to map efficiently to graphics hardware, but its recursive nature and irregular and unbounded memory requirements present a challenge to an efficient implementation. Our solution begins by characterizing Reyes subdivision as a work queue with irregular computation, targeted to a massively parallel GPU. We propose efficient solutions to these general problems by casting our solution in terms of the fundamental primitives of prefix-sum and reduction, often encountered in parallel and GPGPU environments. Our results indicate that real-time Reyes subdivision can indeed be obtained on today's GPUs. We are able to subdivide a complex model to subpixel accuracy within 15 ms. Our measured performance is several times better than that of Pixar's RenderMan. Our implementation scales well with the input size and depth of subdivision. We also address concerns of memory size and bandwidth, and analyze the feasibility of conventional ideas on screen-space buckets."" based on the user's previous titles: ""['Efficient maximal poisson-disk sampling', 'Toward techniques for auto-tuning GPU algorithms']""."
59," Using geosocial applications, such as FourSquare, millions of people interact with their surroundings through their friends and their recommendations. Without adequate privacy protection, however, these systems can be easily misused, for example, to track users or target them for home invasion. In this paper, we introduce LocX, a novel alternative that provides significantly improved location privacy without adding uncertainty into query results or relying on strong assumptions about server security. Our key insight is to apply secure user-specific, distance-preserving coordinate transformations to all location data shared with the server. The friends of a user share this user's secrets so they can apply the same transformation. This allows all location queries to be evaluated correctly by the server, but our privacy mechanisms guarantee that servers are unable to see or infer the actual location data from the transformed data or from the data access. We show that LocX provides privacy even against a powerful adversary model, and we use prototype measurements to show that it provides privacy with very little performance overhead, making it suitable for today's mobile devices.","['geosocial', 'such', 'adequate', 'novel', 'alternative', 'query', 'strong', 'server', 'key', 'secure', 'userspecific', 'distancepreserving', 'same', 'unable', 'actual', 'powerful', 'adversary', 'prototype', 'little', 'suitable', 'mobile']","['Graph', 'computing', 'networks', 'are', 'necessary', 'possible', 'without', 'Sufficient', 'necessary', 'optimal', 'sufficient', 'Characterization', 'algorithm', 'characterization', 'combinatorial', 'best', 'better', 'optimal', 'possible', 'Boolean', 'algorithm', 'cardinality', 'a', 'balanced', 'sufficient', 'Bandwidth', 'Web', 'bandwidth', 'computing', 'routing', 'Key', 'key', 'Secure', 'connected', 'necessary', 'sufficient', 'Lineartime', 'edgedisjoint', 'lineartime', 'vertexrankings', 'distanceedgecolorings', 'edgecoloring', 'fourconnected', 'the', 'necessary', 'simply', 'sufficient', 'to', 'the', 'balanced', 'best', 'compact', 'power', 'algorithm', 'characterization', 'face', 'secret', 'drawings', 'a', 'for', 'Connected', 'Web', 'compact', 'computing', 'networks']","['Secure Input for Web Applications', 'Using Generalization and Characterization Techniques in the Anomaly-based Detection of Web Attacks']","Paraphrase the following paper title without adding any other information: "" Using geosocial applications, such as FourSquare, millions of people interact with their surroundings through their friends and their recommendations. Without adequate privacy protection, however, these systems can be easily misused, for example, to track users or target them for home invasion. In this paper, we introduce LocX, a novel alternative that provides significantly improved location privacy without adding uncertainty into query results or relying on strong assumptions about server security. Our key insight is to apply secure user-specific, distance-preserving coordinate transformations to all location data shared with the server. The friends of a user share this user's secrets so they can apply the same transformation. This allows all location queries to be evaluated correctly by the server, but our privacy mechanisms guarantee that servers are unable to see or infer the actual location data from the transformed data or from the data access. We show that LocX provides privacy even against a powerful adversary model, and we use prototype measurements to show that it provides privacy with very little performance overhead, making it suitable for today's mobile devices."" based on the user's previous titles: ""['Secure Input for Web Applications', 'Using Generalization and Characterization Techniques in the Anomaly-based Detection of Web Attacks']""."
60," We propose a novel tracking algorithm based on the Wang-Landau Monte Carlo sampling method which efficiently deals with the abrupt motions. Abrupt motions could cause conventional tracking methods to fail since they violate the motion smoothness constraint. To address this problem, we introduce the Wang-Landau algorithm that has been recently proposed in statistical physics, and integrate this algorithm into the Markov Chain Monte Carlo based tracking method. Our tracking method alleviates the motion smoothness constraint utilizing both the likelihood term and the density of states term, which is estimated by the Wang-Landau algorithm. The likelihood term helps to improve the accuracy in tracking smooth motions, while the density of states term captures abrupt motions robustly. Experimental results reveal that our approach efficiently samples the object's states even in a whole state space without loss of time. Therefore, it tracks the object of which motion is drastically changing, accurately and robustly.","['novel', 'abrupt', 'conventional', 'statistical', 'likelihood', 'likelihood', 'smooth', 'abrupt', 'Experimental', 'whole']","['Characterization', 'algorithm', 'characterization', 'combinatorial', 'linear', 'linear', 'graphs', 'Given', 'maximal', 'maximum', 'possible', 'Given', 'maximal', 'maximum', 'possible', 'balanced', 'compact', 'contours', 'linear', 'linear', 'Abstract', 'Characterization', 'the']","['Shape from shading with a linear triangular element surface model', 'PaletteNet: Image Recolorization with Given Color Palette.']","Paraphrase the following paper title without adding any other information: "" We propose a novel tracking algorithm based on the Wang-Landau Monte Carlo sampling method which efficiently deals with the abrupt motions. Abrupt motions could cause conventional tracking methods to fail since they violate the motion smoothness constraint. To address this problem, we introduce the Wang-Landau algorithm that has been recently proposed in statistical physics, and integrate this algorithm into the Markov Chain Monte Carlo based tracking method. Our tracking method alleviates the motion smoothness constraint utilizing both the likelihood term and the density of states term, which is estimated by the Wang-Landau algorithm. The likelihood term helps to improve the accuracy in tracking smooth motions, while the density of states term captures abrupt motions robustly. Experimental results reveal that our approach efficiently samples the object's states even in a whole state space without loss of time. Therefore, it tracks the object of which motion is drastically changing, accurately and robustly."" based on the user's previous titles: ""['Shape from shading with a linear triangular element surface model', 'PaletteNet: Image Recolorization with Given Color Palette.']""."
61," The problem of allowing user-centric control within multimedia presentations is important to document engineering when the presentations are specified as structured multimedia documents. In this paper we investigate the problem in the context of end-user ""real-time"" editing of interactive video programs.","['usercentric', 'multimedia', 'important', 'structured', 'enduser', 'realtime', 'interactive']","['BoxRectangular', 'edgedisjoint', 'seriesparallel', 'Web', 'bandwidth', 'computing', 'embedding', 'networks', 'best', 'key', 'necessary', 'balanced', 'linear', 'weighted', 'complexity', 'computing', 'demand', 'tradeoffs', 'algorithm', 'algorithms', 'linear']","['Performance evaluation of inference services for ubiquitous computing', 'Documenting social networks']","Paraphrase the following paper title without adding any other information: "" The problem of allowing user-centric control within multimedia presentations is important to document engineering when the presentations are specified as structured multimedia documents. In this paper we investigate the problem in the context of end-user ""real-time"" editing of interactive video programs."" based on the user's previous titles: ""['Performance evaluation of inference services for ubiquitous computing', 'Documenting social networks']""."
62," A modern technique for robotic sound source detection using a dataset Head-Related Transfer Functions (HRTFs) is presented. To ensure fast detection, the HRTFs are reduced using three different techniques, namely; Diffuse-Field Equalization, Balanced Model Truncation, and Principle Component Analysis. A new criterion introduced is to be satisfied by a set of output signals from the microphones of a dummy robot head. This criterion is then used to find the sound source location in accordance with the reduced HRTF datasets. The suggested method is verified through simulated examples and further tested in a household environment. This novel technique provides estimates of azimuth and elevation angles in free space by using only two microphones. It also uses a simple algorithm compared to the more complicated algorithms used in similar localization processes.","['modern', 'robotic', 'HeadRelated', 'fast', 'different', 'new', 'dummy', 'suggested', 'simulated', 'novel', 'free', 'simple', 'complicated', 'similar']","['compact', 'the', 'algorithms', 'linear', 'Lineartime', 'MultipleValued', 'Noncrossing', 'Efficient', 'Simple', 'compact', 'possible', 'Various', 'are', 'better', 'than', 'the', 'plane', 'rectangular', 'using', 'Given', 'possible', 'simply', 'using', 'approximation', 'parallel', 'using', 'Characterization', 'algorithm', 'characterization', 'combinatorial', 'exchange', 'for', 'Simple', 'compact', 'linear', 'simply', 'complexity', 'problem', 'problems', 'parallel', 'using', 'with']","['A fast solution to the approximation of 3D scattered point data from stereo images using triangular meshes', 'HRTF customization using multiway array analysis']","Paraphrase the following paper title without adding any other information: "" A modern technique for robotic sound source detection using a dataset Head-Related Transfer Functions (HRTFs) is presented. To ensure fast detection, the HRTFs are reduced using three different techniques, namely; Diffuse-Field Equalization, Balanced Model Truncation, and Principle Component Analysis. A new criterion introduced is to be satisfied by a set of output signals from the microphones of a dummy robot head. This criterion is then used to find the sound source location in accordance with the reduced HRTF datasets. The suggested method is verified through simulated examples and further tested in a household environment. This novel technique provides estimates of azimuth and elevation angles in free space by using only two microphones. It also uses a simple algorithm compared to the more complicated algorithms used in similar localization processes."" based on the user's previous titles: ""['A fast solution to the approximation of 3D scattered point data from stereo images using triangular meshes', 'HRTF customization using multiway array analysis']""."
63," Process mining is a process management technique to extract knowledge from the event logs recorded by an information system. We show how applying an appropriate semantic lifting to the event and workflow log may help to discover the process that is actually being executed. In particular, we show how it is possible to extract not only knowledge about the structure of the process, but also to verify if some non-functional properties, such as security properties, hold during the process execution.","['appropriate', 'semantic', 'workflow', 'particular', 'possible', 'nonfunctional', 'such']","['necessary', 'optimal', 'possible', 'sufficient', 'Boolean', 'algorithms', 'computability', 'Scheduling', 'algorithms', 'protocols', 'the', 'best', 'necessary', 'optimal', 'possible', 'functions', 'simply', 'undirected', 'without', 'are', 'necessary', 'possible', 'without']","['Semantics-aware querying in the WWW: the WG-Log Web query system', 'Towards the Certification of Cloud Services']","Paraphrase the following paper title without adding any other information: "" Process mining is a process management technique to extract knowledge from the event logs recorded by an information system. We show how applying an appropriate semantic lifting to the event and workflow log may help to discover the process that is actually being executed. In particular, we show how it is possible to extract not only knowledge about the structure of the process, but also to verify if some non-functional properties, such as security properties, hold during the process execution."" based on the user's previous titles: ""['Semantics-aware querying in the WWW: the WG-Log Web query system', 'Towards the Certification of Cloud Services']""."
